Notice Date,Effective,Received,Company,City,No. of Employees,Layoff/Closure
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,12/16/2015,,1  2  / 1  4  / 2  0  15,,1  2  / 1  8  / 2  0  15,,BAE SYST EMS,,San Franc is c o,,61,,Layof f  T em porary,,
,,,,,,,,,,,,,,,,
,,12/18/2015,,0  2  / 2  5  / 2  0  16,,1  2  / 1  8  / 2  0  15,,"G erawan Farm ing, Inc .",,Kerm an,,2551,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/14/2015,,0  2  / 1  2  / 2  0  16,,1  2  / 2  2  / 2  0  15,,"Saf eway, Inc .",,Pleas anton,,33,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,12/17/2015,,0  3  / 0  1  / 2  0  16,,1  2  / 2  3  / 2  0  15,,Hyatt Regenc y Century Plaza,,Los  Angeles,,796,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/18/2015,,0  2  / 1  9  / 2  0  16,,1  2  / 2  3  / 2  0  15,,Boeing Com pany,,Huntington Beac h,,35,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,12/18/2015,,0  2  / 1  9  / 2  0  16,,1  2  / 2  3  / 2  0  15,,Boeing Com pany,,Long Beac h,,9,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,12/18/2015,,0  2  / 1  9  / 2  0  16,,1  2  / 2  3  / 2  0  15,,Boeing Com pany,,El Segundo,,35,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  2  / 2  9  / 2  0  16,,1  2  / 2  4  / 2  0  15,,T G I Friday' s,,Carls bad,,45,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/22/2015,,0  2  / 2  1  / 2  0  16,,1  2  / 2  8  / 2  0  15,,Brak e Parts  Inc .,,Chowc hilla,,43,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/22/2015,,0  2  / 2  2  / 2  0  16,,1  2  / 2  8  / 2  0  15,,AT &T,,San Ram on,,102,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/22/2015,,0  2  / 2  6  / 2  0  16,,1  2  / 2  8  / 2  0  15,,"Balda C. Brewer, Inc .",,Irvine,,193,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/22/2015,,0  2  / 2  9  / 2  0  16,,1  2  / 2  8  / 2  0  15,,"DN C Park s  & Res orts  at Yos em ite, Inc .",,Yos em ite National,,1718,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/30/2015,,0  2  / 2  9  / 2  0  16,,1  2  / 3  0  / 2  0  15,,"DuPont Dis plays , Inc .",,Santa Barbara,,41,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/30/2015,,0  3  / 0  4  / 2  0  16,,1  2  / 3  0  / 2  0  15,,Park er Hannif in Corporation,,Anaheim,,197,,Clos ure Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/04/2016,,0  1  / 1  2  / 2  0  16,,0  1  / 0  4  / 2  0  16,,W alnut Creek  Pyram id Alehous e,,W alnut Creek,,49,,Clos ure Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,W es t Hollywood,,25,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,W es t Hollywood,,5,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Los  Angeles,,28,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Malibu,,9,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Santa Monic a,,45,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Newport Beac h,,9,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Brea,,6,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,San Diego,,8,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,San Diego,,13,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Santa Barbara,,9,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Cam arillo,,13,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/24/2015,,0  1  / 0  4  / 2  0  16,,0  1  / 0  5  / 2  0  16,,"A-Lis t, Inc . & H-Lis t Inc . dba Kits on",,Arc adia,,18,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/04/2016,,0  3  / 0  9  / 2  0  16,,0  1  / 0  7  / 2  0  16,,Adec c o Group NA,,Palo Alto,,108,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/06/2016,,0  3  / 1  4  / 2  0  16,,0  1  / 0  7  / 2  0  16,,Mac y' s  Country Club Plaza Store,,Sac ram ento,,111,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/06/2016,,0  3  / 1  4  / 2  0  16,,0  1  / 0  7  / 2  0  16,,Mac y' s  Irvine Spec trum  Store,,Irvine,,112,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/04/2016,,0  3  / 0  5  / 2  0  16,,0  1  / 1  1  / 2  0  16,,T hom s on Lic ens ing LLC,,Burbank,,7,,Clos ure Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/05/2016,,0  3  / 0  7  / 2  0  16,,0  1  / 1  1  / 2  0  16,,AT &T,,San Ram on,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/05/2016,,0  3  / 0  7  / 2  0  16,,0  1  / 1  1  / 2  0  16,,Pac if ic  Bell T elephone Com pany,,San Ram on,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/11/2016,,0  3  / 1  1  / 2  0  16,,0  1  / 1  2  / 2  0  16,,Saf eway Inc .,,Pleas anton,,7,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/12/2016,,0  2  / 2  9  / 2  0  16,,0  1  / 1  2  / 2  0  16,,"Molina Hos pital Managem ent, Inc .",,Long Beac h,,385,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/08/2016,,0  3  / 3  1  / 2  0  16,,0  1  / 1  3  / 2  0  16,,"Zodiac  Pool Sys tem s , Inc .",,Vis ta,,52,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/13/2016,,0  1  / 1  5  / 2  0  16,,0  1  / 1  3  / 2  0  16,,"G oPro, Inc .",,San Mateo,,77,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/14/2016,,0  3  / 1  5  / 2  0  16,,0  1  / 1  4  / 2  0  16,,Q ualc om m  Inc orporated,,San Diego,,32,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/14/2016,,0  3  / 1  8  / 2  0  16,,0  1  / 1  4  / 2  0  16,,"ConAgra Foods , Inc .",,Helm,,102,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  4  / 2  9  / 2  0  15,,0  1  / 1  4  / 2  0  16,,"El Dorado Berry Farm s , LLC (Adam",,Santa Maria,,218,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  4  / 2  9  / 2  0  15,,0  1  / 1  4  / 2  0  16,,"El Dorado Berry Farm s , LLC (Bognuda",,Santa Maria,,180,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  4  / 2  9  / 2  0  15,,0  1  / 1  4  / 2  0  16,,"El Dorado Berry Farm s , LLC (Coyote",,Santa Maria,,123,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  4  / 2  9  / 2  0  15,,0  1  / 1  4  / 2  0  16,,"El Dorado Berry Farm s , LLC (Monighetti",,Santa Maria,,30,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  4  / 2  9  / 2  0  15,,0  1  / 1  4  / 2  0  16,,"El Dorado Berry Farm s , LLC (Punta de",,Santa Maria,,103,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  6  / 2  4  / 2  0  15,,0  1  / 1  4  / 2  0  16,,"Superior Farm ing, LLC",,Santa Maria,,225,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  3  / 0  1  / 2  0  16,,0  1  / 1  5  / 2  0  16,,"HD  Supply Managem ent, Inc .",,San Diego,,97,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,O ak land,,397,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,San Bernardino,,89,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,Hawaiian Gardens,,77,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,Bell Gardens,,85,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,Long Beac h,,295,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,Altadena,,79,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,San J os e,,210,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,Los  Angeles,,324,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  4  / 1  5  / 2  0  16,,0  1  / 1  5  / 2  0  16,,W alm art,,Los  Angeles,,96,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,12/31/2015,,0  7  / 1  0  / 2  0  15,,0  1  / 1  5  / 2  0  16,,"MAC Berry Farm s , LLC",,Cam arillo,,90,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/12/2016,,0  4  / 1  0  / 2  0  16,,0  1  / 1  9  / 2  0  16,,"Sears , Roebuc k  and Co.",,San Mateo,,110,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/13/2016,,0  4  / 3  0  / 2  0  16,,0  1  / 1  9  / 2  0  16,,"Al J azeera Am eric a, LLC",,San Franc is c o,,25,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/13/2016,,0  4  / 3  0  / 2  0  16,,0  1  / 1  9  / 2  0  16,,"Al J azeera Am eric a, LLC",,Culver City,,19,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/13/2016,,0  4  / 3  0  / 2  0  16,,0  1  / 1  9  / 2  0  16,,"Al J azeera Am eric a, LLC",,Los  Angeles,,6,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/15/2016,,0  3  / 1  5  / 2  0  16,,0  1  / 1  9  / 2  0  16,,"Bric e Manuf ac turing Com pany, Inc .",,Pac oim a,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/19/2016,,0  3  / 2  1  / 2  0  16,,0  1  / 1  9  / 2  0  16,,G eorgia-Pac if ic  Corrugated LLC,,Buena Park,,148,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/06/2016,,0  3  / 0  7  / 2  0  16,,0  1  / 2  0  / 2  0  16,,"Citrix Sys tem s , Inc .",,Santa Clara,,65,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/19/2016,,0  3  / 1  9  / 2  0  16,,0  1  / 2  0  / 2  0  16,,O uter Harbor T erm inal LLC,,O ak land,,59,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/19/2016,,0  3  / 2  0  / 2  0  16,,0  1  / 2  0  / 2  0  16,,Des tination Geary Street Managem ent,,San Franc is c o,,58,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/20/2016,,0  3  / 2  0  / 2  0  16,,0  1  / 2  0  / 2  0  16,,Mic ros of t Corporation,,San Diego,,2,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/19/2016,,0  1  / 2  0  / 2  0  16,,0  1  / 2  1  / 2  0  16,,"Cis c o Sys tem s , Inc .",,San J os e,,123,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/18/2016,,0  3  / 1  8  / 2  0  16,,0  1  / 2  2  / 2  0  16,,"Coas tal Green Vegetable Com pany, LLC",,O xnard,,88,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/19/2016,,0  3  / 2  1  / 2  0  16,,0  1  / 2  2  / 2  0  16,,"Pathology, Inc .",,T orranc e,,388,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/20/2016,,1  2  / 2  3  / 2  0  15,,0  1  / 2  2  / 2  0  16,,Highland Metals  Inc . and EZFuture Inc .,,San J os e,,17,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/21/2016,,0  1  / 2  1  / 2  0  16,,0  1  / 2  2  / 2  0  16,,"Centrally Grown, Inc .",,Cam bria,,16,,Clos ure Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/19/2016,,0  3  / 1  9  / 2  0  16,,0  1  / 2  5  / 2  0  16,,F&E Airc raf t Maintenanc e DBA FEAM,,Los  Angeles,,25,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/20/2016,,0  1  / 2  0  / 2  0  16,,0  1  / 2  5  / 2  0  16,,Sage North Am eric a,,Irvine,,67,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/25/2016,,0  3  / 2  5  / 2  0  16,,0  1  / 2  5  / 2  0  16,,Allianz Global Ris k s  US Ins uranc e,,Petalum a,,38,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/25/2016,,0  3  / 3  1  / 2  0  16,,0  1  / 2  5  / 2  0  16,,EXP Pharm ac eutic al Servic es  Corp.,,Frem ont,,111,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/12/2016,,0  3  / 1  3  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Km art,,Anaheim,,107,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/12/2016,,0  3  / 1  3  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Km art,,Chula Vis ta,,103,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/12/2016,,0  4  / 0  3  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Km art,,Citrus  Heights,,86,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/22/2016,,0  3  / 2  5  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Boeing Com pany,,Huntington Beac h,,15,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/22/2016,,0  3  / 2  5  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Boeing Com pany,,Long Beac h,,11,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/22/2016,,0  3  / 2  5  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Boeing Com pany,,El Segundo,,6,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/25/2016,,0  3  / 2  5  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Sierra Pac if ic  Indus tries,,Arc ata,,125,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/26/2016,,0  1  / 2  6  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Pears on Educ ation,,San Franc is c o,,34,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/26/2016,,0  3  / 2  8  / 2  0  16,,0  1  / 2  6  / 2  0  16,,Ditec h Financ ial LLC.,,Cos ta Mes a,,87,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/26/2016,,0  3  / 2  8  / 2  0  16,,0  1  / 2  6  / 2  0  16,,"SPX FLO W , Inc .",,Modes to,,8,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/26/2016,,0  3  / 2  8  / 2  0  16,,0  1  / 2  6  / 2  0  16,,"VMware, Inc .",,Palo Alto,,170,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  7  / 2  0  16,,VSE Corporation,,J olon,,70,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  7  / 2  0  16,,VSE Corporation,,Bars tow,,13,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  7  / 2  0  16,,VSE Corporation,,Bars tow,,27,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/26/2016,,0  3  / 2  8  / 2  0  16,,0  1  / 2  8  / 2  0  16,,Eaton' s  Cooper Lighting,,Ric hm ond,,47,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  8  / 2  0  16,,VSE Corporation,,Mountain View,,2,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  8  / 2  0  16,,VSE Corporation,,Rivers ide,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  8  / 2  0  16,,VSE Corporation,,Los  Alam itos,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/27/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  8  / 2  0  16,,VSE Corporation,,Van Nuys,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/26/2016,,0  4  / 0  1  / 2  0  16,,0  1  / 2  9  / 2  0  16,,"Roc k well Collins , Inc .",,Poway,,2,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 2  9  / 2  0  16,,0  1  / 2  9  / 2  0  16,,"Hub City T erm inals , Inc .",,Brea,,12,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  1  / 2  9  / 2  0  16,,"Hub Group T ruc k ing, Inc .",,O ntario,,131,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  1  / 2  9  / 2  0  16,,T os hiba Am eric a Elec tronic,,Liverm ore,,50,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  1  / 2  9  / 2  0  16,,"Urban Fulf illm ent Servic es , LLC",,W es tlak e Village,,192,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,01/25/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  1  / 2  0  16,,Cardinal Health,,Elk  Grove,,58,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/25/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  1  / 2  0  16,,Cardinal Health,,Valenc ia,,15,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  4  / 0  1  / 2  0  16,,0  2  / 0  1  / 2  0  16,,W es tin St. Franc is,,San Franc is c o,,52,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,02/01/2016,,0  4  / 0  4  / 2  0  16,,0  2  / 0  1  / 2  0  16,,"Prac tic e Fus ion, Inc .",,San Franc is c o,,74,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,Sac ram ento,,3,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,El Segundo,,9,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,O ntario,,2,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,W alnut Creek,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,Lodi,,99,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,San Franc is c o,,78,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,Ranc ho Cordova,,55,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,W oodland Hills,,60,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,Cos ta Mes a,,2,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,San J os e,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,El Dorado Hills,,137,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,San Diego,,3,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/28/2016,,0  3  / 2  8  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Blue Shield of  Calif ornia,,Redding,,10,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago,,Irvine,,687,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago,,Irvine,,2,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago,,San J os e,,33,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago f reedom,,Santa Clara,,63,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago laf ayette,,Santa Clara,,1,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago m is s ion,,Santa Clara,,57,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Broadc om  and Avago s unnyvale,,Sunnyvale,,26,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,02/01/2016,,0  4  / 0  1  / 2  0  16,,0  2  / 0  2  / 2  0  16,,Moog Inc .,,Milpitas,,22,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  4  / 0  1  / 2  0  16,,0  2  / 0  3  / 2  0  16,,Boeing Com pany,,Huntington Beac h,,15,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,01/29/2016,,0  4  / 0  1  / 2  0  16,,0  2  / 0  3  / 2  0  16,,Boeing Com pany,,El Segundo,,25,,Layof f  Unk nown at this  tim e,,
,,,,,,,,,,,,,,,,
,,02/01/2016,,0  3  / 3  1  / 2  0  16,,0  2  / 0  3  / 2  0  16,,United T ec hnologies  Corporation,,San Diego,,103,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,02/01/2016,,0  4  / 0  3  / 2  0  16,,0  2  / 0  3  / 2  0  16,,Bon Appetit Managem ent Com pany,,San Franc is c o,,79,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,02/02/2016,,0  4  / 0  1  / 2  0  16,,0  2  / 0  3  / 2  0  16,,"Forever 21 Retail, Inc .",,Hanf ord,,51,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,02/02/2016,,0  4  / 0  1  / 2  0  16,,0  2  / 0  3  / 2  0  16,,"Forever 21 Retail, Inc .",,Yuba City,,56,,Clos ure Perm anent,,
,,,,,,,,,,,,,,,,
,,02/02/2016,,0  4  / 0  5  / 2  0  16,,0  2  / 0  3  / 2  0  16,,Freeport-Mc MoRan Oil & G as  LLC,,O rc utt,,64,,Layof f  Perm anent,,
,,,,,,,,,,,,,,,,
